,Kode,Uraian,Nilai_Jumlah,Nilai_Rupiah,Mutasi_Masuk,Mutasi_Keluar,Mutasi_Jumlah,Jumlah,Rupiah,Tahun,Prioritas,KMeans_Cluster
337,650,Transistor TIP 3055,116,0,0.0,0,0,116,1243000,2023,0,0
338,654,Triac Q2010L5,50,0,0.0,0,0,50,890000,2023,0,0
339,655,Triac Q4006,49,0,0.0,0,0,49,872200,2023,0,0
340,656,Trimpot 10K Kotak 3kaki samping,0,0,9.0,0,9,9,12942,2023,0,0
341,661,Acrilyc Bening 3 mm (2400 x 1200 cm),8,0,16.0,7,9,17,18067470,2023,0,0
342,663,Adaptor PCB,0,0,4.0,0,4,4,81516,2023,1,0
343,675,Batu Gerinda 100x6x16 (1dos @25bh),0,0,6.0,0,6,6,36630,2023,0,0
344,687,Bor PCB,8,0,15.0,3,12,20,1209200,2023,0,0
345,689,Cap Elect 0.2uF 16V,0,0,49.0,0,49,49,27195,2023,0,0
346,690,Cap Elect 0.1uF 16V,0,0,49.0,0,49,49,87024,2023,0,0
347,694,Cap Elect 10uF 16V,0,0,189.0,0,189,189,41958,2023,0,0
348,696,Cap Elect 100uF 16V,0,0,199.0,0,199,199,165568,2023,0,0
349,697,Cap Elect 1000uF 16V,4,0,0.0,0,0,4,4400,2023,1,0
350,699,Cap Elect 1000uF 50V,7,0,49.0,0,49,56,170870,2023,0,0
351,702,Cap Elect 2.2uF 16V,0,0,39.0,0,39,39,43290,2023,0,0
352,704,Cap Elect 2.2uF 50V,10,0,119.0,0,119,129,50627,2023,0,0
353,706,Cap Elect 22uF 50V,30,0,99.0,0,99,129,82467,2023,0,0
354,708,Cap Elect 220uF 16V,0,0,99.0,0,99,99,32967,2023,0,0
355,711,Cap Elect 330uF 25V,20,0,0.0,0,0,20,45000,2023,0,0
356,712,Cap Elect 4.7uF 25V,0,0,49.0,0,49,49,27195,2023,0,0
357,715,Cap Elect 470uF 25V,5,0,0.0,0,0,5,13750,2023,1,0
358,718,Cap Keramik 0.01uF,0,0,19.0,0,19,19,10545,2023,0,0
359,722,Cap Keramik 10pF,0,0,149.0,0,149,149,16539,2023,0,0
360,724,Cap Keramik 100N,0,0,99.0,0,99,99,16434,2023,0,0
361,727,Cap Elect 220uF 50V,0,0,39.0,0,39,39,43290,2023,0,0
362,729,Cap Elect 330uF 50V,0,0,19.0,0,19,19,21090,2023,0,0
363,730,Cap Elect 4.7uF 50V,0,0,19.0,0,19,19,10545,2023,0,0
364,736,Cap Keramik 2pF,0,0,19.0,0,19,19,10545,2023,0,0
365,738,Cap Keramik 22pF,0,0,149.0,0,149,149,16539,2023,0,0
366,739,Cap Keramik 220N,0,0,9.0,0,9,9,7992,2023,0,0
367,740,Cap Keramik 220pF,0,0,20.0,0,20,20,11100,2023,0,0
368,753,Cap Keramik 47N,84,0,0.0,0,0,84,7476,2023,0,0
369,762,Cap Keramik 560pF,0,0,99.0,0,99,99,54945,2023,0,0
370,766,Cap Mika 10pF Multilayer,0,0,19.0,0,19,19,8436,2023,0,0
371,770,Cap Milar 15N,0,0,19.0,0,19,19,10545,2023,0,0
372,772,Cap Milar 2.7N,5,0,0.0,0,0,5,450,2023,1,0
373,775,Cap Milar 3N,25,0,0.0,0,0,25,3175,2023,0,0
374,777,Cap Milar 33N,0,0,99.0,0,99,99,32967,2023,0,0
375,778,Cap Milar 4.7N,0,0,119.0,0,119,119,66045,2023,0,0
376,786,Cap Milar 680N,3,0,0.0,0,0,3,3300,2023,1,0
377,789,Cap Tantalum 1uF 25V,0,0,99.0,0,99,99,439560,2023,0,0
378,791,Diode 1A,69,0,29.0,0,29,98,1027110,2023,0,0
379,792,Diode 1N 4001,0,0,199.0,0,199,199,33034,2023,0,0
380,800,Diode Zener 10V,0,0,99.0,0,99,99,54945,2023,0,0
381,801,Diode Zener 12V,0,0,234.0,0,234,234,207792,2023,0,0
382,802,Diode Zener 1N 4746,0,0,99.0,0,99,99,87912,2023,0,0
383,803,Diode Zener 3.6V,0,0,199.0,0,199,199,110445,2023,0,0
384,806,Diode Zener 6V,50,0,99.0,0,99,149,109945,2023,0,0
385,807,Diode Zener 9V,0,0,29.0,0,29,29,16095,2023,0,0
386,808,Diode Zener 5.6V,3,0,0.0,0,0,3,1650,2023,1,0
387,809,Dip Switch 8 pin,31,0,0.0,0,0,31,248310,2023,0,0
388,811,IC 741,392,0,257.0,100,157,549,1783480,2023,0,2
389,814,IC 7812,48,0,0.0,0,0,48,100320,2023,0,0
390,815,IC 7815,108,0,0.0,0,0,108,480600,2023,0,0
391,817,IC 7912,114,0,0.0,0,0,114,297000,2023,0,0
392,818,IC 7915,15,0,0.0,0,0,15,64350,2023,0,0
393,823,IC 89S52,30,0,0.0,0,0,30,420000,2023,0,0
394,826,IC LM 317,3,0,0.0,0,0,3,8250,2023,1,0
395,828,IC LM 337,20,0,0.0,0,0,20,80000,2023,0,0
396,830,IC LM 393,15,0,0.0,0,0,15,19800,2023,0,0
397,834,IC NE 555,263,0,149.0,0,149,412,1002635,2023,0,0
398,838,IC ULN 2001N,0,0,99.0,0,99,99,3296700,2023,0,0
399,841,IC 74HC00,29,0,0.0,0,0,29,1277595,2023,0,0
400,854,IC TTL 7400,42,0,0.0,10,-10,32,140800,2023,0,0
401,859,IC TTL 7414,4,0,0.0,0,0,4,26700,2023,1,0
402,866,Isolasi Kertas,42,0,7.0,33,-26,16,137862,2023,1,0
403,868,Acrilyc bening 5 mm (100 x 200 cm),6,0,2.0,6,-4,2,83916,2023,1,0
404,872,"Cap Polyester   Milar 2 nF, 630 Volt",15,0,0.0,0,0,15,33750,2023,0,0
405,875,Cap Elect 470 uF 100V,0,0,19.0,0,19,19,73815,2023,0,0
406,876,Cap Milar 3.3 nF,5,0,0.0,0,0,5,2750,2023,1,0
407,895,"High Current Inductor 1433445C, 330uH, 4,5A",15,0,0.0,0,0,15,1650000,2023,0,0
408,900,IC HIN232CP,0,0,29.0,0,29,29,1448550,2023,0,0
409,901,IC IR2111 (Mosfet Driver ),0,0,119.0,0,119,119,1109556,2023,0,0
410,902,IC IR21362 (Mosfer Driver ),0,0,4.0,0,4,4,346320,2023,1,0
411,911,IC TCA 785,8,0,0.0,0,0,8,888800,2023,0,0
412,918,Penyangga PCB 1.5 cm,0,0,479.0,0,479,479,797535,2023,0,2
413,919,"Penyangga PCB dibawah 1 cm, Silver",0,0,99.0,0,99,99,87912,2023,0,0
414,927,"Mata Bor 0,8mm s d 7,5mm",0,0,2.0,0,2,2,166500,2023,1,0
415,928,Jack Mic Stereo(Kuningan) Male Besar Neutrik,0,0,9.0,0,9,9,499500,2023,0,0
416,930,MOSFET IRFPG 50,0,0,218.0,0,218,218,5577750,2023,0,0
417,931,Opto Coupler 4N27,0,0,99.0,0,99,99,494505,2023,0,0
418,934,Phototransistor Infrared BPT1331 (3mm),8,0,0.0,0,0,8,13200,2023,0,0
419,936,Potensio 500 K,0,0,24.0,0,24,24,66600,2023,0,0
420,941,"Push Switch kecil DP, plastik, tekan atas, pcb",40,0,0.0,0,0,40,124600,2023,0,0
421,944,Resistor 220 K   1W,0,0,49.0,0,49,49,35231,2023,0,0
422,946,"Resistor 270 Ohm   0,25W",15,0,0.0,0,0,15,16500,2023,0,0
423,947,"Resistor 560 K   0,25W",60,0,0.0,0,0,60,6600,2023,0,0
424,956,SD Card 4GB Transcend,4,0,0.0,0,0,4,165000,2023,1,0
425,957,Sensor load cell 5 kg,0,0,9.0,0,9,9,323676,2023,0,0
426,959,Servo Motor Futaba S3003,0,0,19.0,0,19,19,819964,2023,0,0
427,965,Skun I 2.5 mm,0,0,763.0,0,763,763,273917,2023,0,2
428,971,Tang Potong Besar,6,0,0.0,0,0,6,421080,2023,0,0
429,972,Trainer Board I O DT51 Minsys,0,0,2.0,0,2,2,359640,2023,1,0
430,983,Arduino Prototyping Shield,0,0,11.0,0,11,11,805860,2023,0,0
431,985,Fast Recovery Diode MUR 1560,0,0,109.0,0,109,109,725940,2023,0,0
432,992,"Heatsink Pendingin Besar ukuran 2,3 cm x 2,5 cm",0,0,9.0,0,9,9,34965,2023,0,0
433,993,ETB 11 Series PCB Terminal Block 2P,0,0,499.0,0,499,499,553890,2023,0,2
434,994,ETB 11 Series PCB Terminal Block 3P,0,0,399.0,0,399,399,310023,2023,0,2
435,1006,Skun Ferrules 0.5mm (100 pcs),0,0,12.0,0,12,12,258936,2023,0,0
436,1007,Skun Ferrules 0.75mm (100 pcs),0,0,37.0,0,37,37,776223,2023,0,0
437,1020,Diode Sisir 2A,0,0,79.0,0,79,79,219225,2023,0,0
438,1022,Jack Audio XLR 1 4  Female  NC3FXX,0,0,4.0,0,4,4,199800,2023,1,0
439,1023,Jack Audio XLR 1 4   Male  NC3MXX,0,0,4.0,0,4,4,266400,2023,1,0
440,1030,Diode Schottky 1N 5822,0,0,69.0,0,69,69,229770,2023,0,0
441,1031,Spiral Kabel Kecil kb1 KSS-6(10m pak),0,0,7.0,0,7,7,142653,2023,0,0
442,1032,Spiral Kabel Besar Putih kb1 KSS-8(10m pak),0,0,4.0,0,4,4,100696,2023,1,0
443,1033,"LED Superbright 5mm, merah",0,0,199.0,0,199,199,55123,2023,0,0
444,1044,Atmega 2560,0,0,5.0,0,5,5,321900,2023,1,0
445,1046,IGBT,3,0,0.0,0,0,3,2745000,2023,1,0
446,1055,Capacitor 10uF SMD,0,0,1.0,0,1,1,1110,2023,1,0
447,1058,Adjustable Infrared Sensor Switch,0,0,4.0,0,4,4,155400,2023,1,0
448,1066,Resistor 10K SMD,0,0,1.0,0,1,1,239760,2023,1,0
449,1067,Resistor 1K SMD,0,0,1.0,0,1,1,119880,2023,1,0
450,1068,Resistor 220 SMD,0,0,1.0,0,1,1,239760,2023,1,0
451,1071,Resistor 3K3 SMD,0,0,1.0,0,1,1,239760,2023,1,0
452,1073,TURNIGY NANO-TECH 2200MAH 3S 25~50C LIPO PACK,0,0,11.0,0,11,11,6395598,2023,0,0
453,1074,TURNIGY NANO-TECH 1000MAH 3S 25~50C LIPO PACK,0,0,5.0,0,5,5,1138860,2023,1,0
454,1083,Led Biru SMD,0,0,99.0,0,99,99,32967,2023,0,0
455,1121,STM32F407VGT6 Mikrokontroller DSP 168MHz LQFP100,0,0,44.0,0,44,44,19516464,2023,0,0
456,1130,"ACS712ELCTR-05B-T, IC Current Sensor 5A",0,0,9.0,0,9,9,239760,2023,0,0
457,1131,"ACS712ELCTR-20A-T, IC Current Sensor 20A",0,0,39.0,0,39,39,822510,2023,0,0
458,1132,"ACS712ELCTR-30A-T, IC Current Sensor 30A",0,0,29.0,0,29,29,985014,2023,0,0
459,1133,ACS712 5A Current Sensor Breakout,0,0,29.0,0,29,29,515040,2023,0,0
460,1143,Jack DC PCB,0,0,79.0,0,79,79,153418,2023,0,0
461,1146,Kaca Pembesar + Lampu,1,0,7.0,0,7,8,2102980,2023,0,0
462,1161,Acrylic Sheet 1.2m x 2.4m 8mm bening,7,0,0.0,5,-5,2,3774000,2023,1,0
463,1172,Usb Asp Downloader,0,0,59.0,0,59,59,2263299,2023,0,0
464,1176,CMPS10,2,0,0.0,0,0,2,1157000,2023,1,0
465,1185,Opto coupler TLP250,0,0,99.0,0,99,99,1043955,2023,0,0
466,1190,Cap Milar 47 nF   1000V,0,0,20.0,0,20,20,19980,2023,0,0
467,1198,Inti Trafo HF PQ 5050,1,0,0.0,0,0,1,726000,2023,1,0
468,1199,Power Supply Computer 450W,0,0,1.0,0,1,1,160950,2023,1,0
469,1202,Diode Fast UF4007,0,0,19.0,0,19,19,42180,2023,0,0
470,1203,"Terminal banana (Terminal Gold besar Kuningan) Merah, Hitam logam",400,0,799.0,0,799,1199,9994410,2023,0,2
471,1217,DHT11 Temperature and Humidity Sensor Board,0,0,9.0,0,9,9,153846,2023,0,0
472,1221,HDMI - to VGA Cabel 5 mtr,0,0,3.0,0,3,3,449550,2023,1,0
473,1224,Talc,2,0,16.0,2,14,16,134256,2023,0,0
474,1226,Sensor Proximity Autonics BJ1M-DDT 12-24 volt,0,0,24.0,0,24,24,11988000,2023,0,0
475,1227,Roda Omni 100mm Double Nylon-Rubber Omni Wheel w  Roller Bearing,0,0,7.0,0,7,7,1510488,2023,0,0
476,1232,DT-I O Solid State Relay Board,2,0,0.0,0,0,2,396584,2023,1,0
477,1235,Triac BT139-600,0,0,18.0,0,18,18,64728,2023,0,0
478,1239,Photo Transistor BPY 62,0,0,99.0,0,99,99,1648350,2023,0,0
479,1278,Arduino Uno Rev3,0,0,67.0,0,67,67,38672400,2023,0,0
480,1291,Arduino Nano V3 ATmega328P 5V 16MHz (Arduino-compatible) bootloader ready,0,0,61.0,0,61,61,8125200,2023,0,0
481,1304,IC Driver BTN7971b,0,0,19.0,0,19,19,6327000,2023,0,0
482,1308,Micrometer Mitutoyo 0-25mm,0,0,3.0,0,3,3,2164500,2023,1,0
483,1323,Robot Servo RDS3115 Metal Gear Digital Servo + Brackets - Max Orientation angle 270 degree,0,0,11.0,0,11,11,3164832,2023,0,0
484,1326,Sarung tangan karet dokter untuk bedah sensi Gloves,9,0,13.0,9,4,13,1449344,2023,1,0
485,1335,USB 2.0 VIRTUAL 7.1 CH AUDIO SOUND CARD ADAPTER,0,0,2.0,0,2,2,59940,2023,1,0
486,1336,Ultrasonic Ring Finder Ultrasonic Range Sensor Module HC-SR04,0,0,8.0,0,8,8,134264,2023,0,0
487,1346,3V-24V 12V mini 3-phase alternator generator wind turbins hand generator dynam,1,0,0.0,0,0,1,90750,2023,1,0
488,1349,"Adaptor 5V, 3A, untuk Modem usb Gsm, Cdma, 4g, wifi",0,0,11.0,0,11,11,395604,2023,0,0
489,1350,"Adaptor 5V, 2A DC 3.5 x 1.35",0,0,1.0,0,1,1,35964,2023,1,0
490,1351,X-Tal   Kristal 8 MHz,0,0,49.0,0,49,49,70462,2023,0,0
491,1357,"Atmel ATMEGA8A-AU, 32pin",0,0,19.0,0,19,19,1687200,2023,0,0
492,1397,Raspberry Pi LCD Display Module 7 inch standard TFT + touch screen,0,0,5.0,0,5,5,5994000,2023,1,0
493,1399,Soket Header Single 1x40P,0,0,319.0,0,319,319,382162,2023,0,0
494,1400,STM32F4 Discovery Cortex-M4,0,0,30.0,0,30,30,32007960,2023,0,0
495,1401,STM32F401RCT6,0,0,19.0,0,19,19,4555440,2023,0,0
496,1402,STM32F746G-Disco,0,0,16.0,0,16,16,35484480,2023,0,0
497,1410,"Adaptor 12v 1amp jack dc 5,5 x 2,1 mm",0,0,4.0,0,4,4,143856,2023,1,0
498,1411,Arduino Pro Micro,0,0,9.0,0,9,9,627372,2023,0,0
499,1412,Batang Stick Ferrite Panjang 18 cm,0,0,9.0,0,9,9,249750,2023,0,0
500,1417,IC LM 335,0,0,49.0,0,49,49,815850,2023,0,0
501,1420,IC LM 331,0,0,49.0,0,49,49,380730,2023,0,0
502,1425,Push Button Fuji AR22 FOR-01 R Normally Closed,0,0,13.0,0,13,13,1197690,2023,0,0
503,1426,Push Button Fuji AR22 FOR-10 G Normally Open,0,0,14.0,0,14,14,2299920,2023,0,0
504,1427,STM32F103C8T6- dev-board,0,0,44.0,0,44,44,1740640,2023,0,0
505,1429,Tab Terminal Block TB 2512,0,0,94.0,0,94,94,1126872,2023,0,0
506,1433,"Tang Press For Skun Ferrules Model Ratchet Rapid WXC8 6-4 atau HSC8 6-4, 0.25-6mm2, AWG 23-10",0,0,7.0,0,7,7,772023,2023,0,0
507,1435,Lem logam dextone,0,0,5.0,0,5,5,444000,2023,1,0
508,1441,RS-555SH 24V 6850RPM High Speed DC motor,0,0,5.0,0,5,5,539460,2023,1,0
509,1448,Raspberry Pi 3 ABS Case  Box Fan Module & Heatsink,2,0,0.0,0,0,2,130000,2023,1,0
510,1462,"SD Card  Sandisk Extreme Class 10, Capacity:32 GB Read Speed: up to 90 MB s Write Speed: up to 40 MB s Video Speed: C10, U3, V30 Form Factor: SDXC",1,0,0.0,0,0,1,111430,2023,1,0
511,1466,Stepstick A4988 Stepper Driver Module,0,0,29.0,0,29,29,695304,2023,0,0
512,1468,ESP32 Wifi Bluetooth Development Board (ESP 32-Devkit C),0,0,36.0,0,36,36,1744236,2023,0,0
513,1471,SX1278 LoRa Module 433M 10KM Ra-02 Ai-Thinker Wireless Spread Spectrum,0,0,19.0,0,19,19,3758238,2023,0,0
514,1485,Dragino - LoRa Shield for Arduino 433 Mhz,0,0,8.0,0,8,8,3019200,2023,0,0
515,1501,JSN-SR04T waterproff ultrasonic sensor,0,0,1.0,0,1,1,91020,2023,1,0
516,1506,"Adaptor 12V, 5A In: 100-240 VAC Out : 12V, 5A",0,0,1.0,0,1,1,35964,2023,1,0
517,1517,Arduino CNC shield v4 Engraving Machine Kit,0,0,5.0,0,5,5,1348650,2023,1,0
518,1518,Arduino Uno r3 compatible starter kit paket RFID Free CD progam,0,0,1.0,0,1,1,166634,2023,1,0
519,1541,Header male double 40 x 2,0,0,49.0,0,49,49,190365,2023,0,0
520,1546,JST XH 2 pin,0,0,49.0,0,49,49,81585,2023,0,0
521,1547,JST XH 4 pin,0,0,49.0,0,49,49,163170,2023,0,0
522,1548,JST XH 6 pin,0,0,39.0,0,39,39,194805,2023,0,0
523,1551,Kapasitor MKM 100n,0,0,207.0,0,207,207,137862,2023,0,0
524,1554,Modul DC-DC step down LM2596 adjustable Modul DC-DC step down 3A input 3-40V output1.5-35V,0,0,29.0,0,29,29,305805,2023,0,0
525,1557,Modul Sim800l Quad Band GPRS GSM Module SMS gateway,0,0,3.0,0,3,3,416250,2023,1,0
526,1558,Modul mikrokontroler nodeMCU-32s,0,0,17.0,0,17,17,3774000,2023,0,0
527,1561,OLED I2C LCD 0.96 128X64,0,0,9.0,0,9,9,449550,2023,0,0
528,1564,PCB FR4 1.2mm DOUBLE LAYER 100cmx50cm,0,0,1.0,0,1,1,1221000,2023,1,0
529,1565,PCB FR4 1.2mm SINGLE LAYER 100cmx50cm,0,0,1.0,0,1,1,238650,2023,1,0
530,1568,Pin Screw L 2pin,0,0,99.0,0,99,99,439560,2023,0,0
531,1569,Pin Screw L 3pin,0,0,99.0,0,99,99,549450,2023,0,0
532,1570,Pi Camera Module V2,0,0,1.0,0,1,1,719280,2023,1,0
533,1581,Raspberry pi 4 Model B 4GB RAM,0,0,23.0,0,23,23,38601360,2023,0,0
534,1585,"RF Power Amplifier Broadband RF 2mhz-700mhz untuk HF VHF, Supply voltage:DC+12~15V (typical 15V 0.3-0.5A)",0,0,4.0,0,4,4,1198800,2023,1,0
535,1587,"Raspberry Pi 4 USB-C Power Supply, 5V   3A",0,0,65.0,0,65,65,3272685,2023,0,0
536,1596,Spatula stainless,0,0,5.0,0,5,5,141525,2023,1,0
537,1598,"Stepper Motor 42 Nema 17, 1.8 12V 4wires Stepper Motor 17HS4401",0,0,11.0,0,11,11,1120878,2023,0,0
538,1599,"Stepper Motor 57   Nema 23, 1.8 Deg - 3.6NM - 3.5A - 113mm 5718HB6401",0,0,10.0,0,10,10,3416580,2023,0,0
539,1603,Thermometer alcohol skala -10 s.d 2000C,0,0,12.0,0,12,12,719280,2023,0,0
540,1607,Trigger   Remote Yongnuo Trigger Flash RF-605N Wireless Transceiver Kit For Nikon,0,0,1.0,0,1,1,647352,2023,1,0
541,1617,ESP32-DevKitC,0,0,77.0,0,77,77,5555550,2023,0,0
542,1624,"Buzzer 5V, bulat, diameter 2 cm, tinggi 1 cm",0,0,19.0,0,19,19,137085,2023,0,0
543,1625,"Cap Elect 3,3 uF 25V",30,0,19.0,0,19,49,17445,2023,0,0
544,1626,Cap Elect 470 uF 16V,0,0,99.0,0,99,99,43956,2023,0,0
545,1628,Cap Milar 10 nF,0,0,149.0,0,149,149,16539,2023,0,0
546,1629,"Diode Zener  3,3 V",100,0,284.0,0,284,384,393716,2023,0,0
547,1630,Dip Switch 4 Pin,9,0,0.0,0,0,9,49500,2023,0,0
548,1631,Feriklorit,1,0,239.0,0,239,240,2660050,2023,0,0
549,1633,Soket Header Bar Double 40X2 pin,0,0,99.0,0,99,99,181269,2023,0,0
550,1638,Pasta Solder Lotffet 50 gr,10,0,24.0,0,24,34,1536840,2023,0,0
551,1639,Potensiometer 20K,6,0,4.0,0,4,10,33120,2023,0,0
552,1641,"Resistor 4,7 K 1W",0,0,74.0,0,74,74,62086,2023,0,0
553,1643,"Resistor 470 Ohm 0,25W",0,0,299.0,0,299,299,214981,2023,0,0
554,1644,Resistor 470 Ohm 1W,34,0,0.0,0,0,34,37400,2023,0,0
555,1647,Resistor 150 Ohm 0.5W,0,0,199.0,0,199,199,143081,2023,0,0
556,1652,Resistor 560 K 0.5W,0,0,99.0,0,99,99,71181,2023,0,0
557,1654,Resistor 68 Ohm 0.5W,0,0,99.0,0,99,99,71181,2023,0,0
558,1662,Soket IC 16 pin,0,0,49.0,0,49,49,35231,2023,0,0
559,1663,Soket IC 8 pin,0,0,99.0,0,99,99,59301,2023,0,0
560,1664,"Solder Goot, 30watt, Kecil",0,0,21.0,0,21,21,3272724,2023,0,0
561,1665,Transistor 2N 3906,0,0,99.0,0,99,99,59301,2023,0,0
562,1666,Transistor 9014,0,0,99.0,0,99,99,59301,2023,0,0
563,1667,Amphenol Dual line 25x2,87,0,0.0,0,0,87,310590,2023,0,0
564,1668,Cap Elect 33 uF 25V,30,0,0.0,0,0,30,3750,2023,0,0
565,1669,Banana Plug Merah Hitam,200,0,0.0,0,0,200,480600,2023,0,0
566,1670,IC UC 3843,8,0,0.0,0,0,8,14952,2023,0,0
567,1671,Isolasi Unibel 0.13mm x 19mm x 20mtr,10,0,20.0,10,10,20,143840,2023,0,0
568,1672,"Kristal 1 MHz, 2pin",2,0,0.0,0,0,2,6600,2023,1,0
569,1673,"Kaki PCB 3cm, Plastik",50,0,299.0,0,299,349,1028670,2023,0,0
570,1674,Mata Bor 1mm,4,0,0.0,0,0,4,220000,2023,1,0
571,1675,PCB Polos 25 x 50cm,10,0,0.0,0,0,10,990000,2023,0,0
572,1676,Glue Gun Big size,2,0,7.0,0,7,9,716550,2023,0,0
573,1677,Pinset,1,0,0.0,0,0,1,24750,2023,1,0
574,1678,Push Button On Off,14,0,0.0,0,0,14,23100,2023,0,0
575,1679,Power Supply micro USB for raspberry pi,3,0,0.0,0,0,3,222750,2023,1,0
576,1680,"Resistor 30K 0,25W",15,0,0.0,0,0,15,1650,2023,0,0
577,1681,Resistor 47 Ohm 1W,125,0,0.0,0,0,125,312500,2023,0,0
578,1682,"Resistor 4,7 M 0,25W",15,0,0.0,0,0,15,450,2023,0,0
579,1683,Resistor 51 Ohm 1W,5,0,0.0,0,0,5,890,2023,1,0
580,1684,Refill lem tembak besar,0,0,30.0,0,30,30,359640,2023,0,0
581,1685,"Soket Banana hitam, merah",10,0,499.0,10,489,499,897202,2023,0,2
582,1686,Speaker sys logitech S 00143,1,0,19.0,0,19,20,10488990,2023,0,0
583,1687,Soket IC 18 pin,34,0,0.0,0,0,34,14960,2023,0,0
584,1688,Soket IC 20 pin,85,0,49.0,0,49,134,81451,2023,0,0
585,1689,Soket IC 40 pin,70,0,49.0,0,49,119,126182,2023,0,0
586,1690,Soket lipat 20 pin,10,0,1.0,0,1,11,223890,2023,0,0
587,1691,Tembakan Lem silicon,8,0,0.0,0,0,8,3366000,2023,0,0
588,1692,Transistor BD 140,100,0,0.0,0,0,100,750000,2023,0,0
589,1693,Transistor FIR 3D,20,0,149.0,0,149,169,356502,2023,0,0
590,1696,Acrylic Bening MC 2400x1200x4mm,1,0,0.0,0,0,1,1093350,2023,1,0
591,1697,RM1605 - 1000 ballscrew + nut SFU1605 + endmachining,0,0,7.0,0,7,7,5412582,2023,0,0
592,1698,TK4S-T4RN Autonics Temperature Controller,0,0,4.0,0,4,4,4795200,2023,1,0
593,1699,Servo Motor SG90,0,0,99.0,0,99,99,1780218,2023,0,0
594,1700,USB to CAN adapter,0,0,14.0,0,14,14,6713280,2023,0,0
595,1701,Sensor Strain Gauge 120 Ohm,0,0,49.0,0,49,49,1174824,2023,0,0
596,1702,Vention Kabel Data USB Type C 3.0 Fast Charging for Android - 1.5 Meter,0,0,24.0,0,24,24,1668720,2023,0,0
597,1703,Vention Multiport Adaptor Charger,0,0,6.0,0,6,6,755244,2023,0,0
598,1704,IC  STM32F103C8T6 QFP48 STM ARM Cortex-M3 MCU BQ57,0,0,29.0,0,29,29,5562432,2023,0,0
599,1705,XL4005 DC-DC Step Down Module 5A,0,0,29.0,0,29,29,521478,2023,0,0
600,1706,Baut + Mur M 3 x 15 mm,0,0,129.0,0,129,129,77271,2023,0,0
601,1707,SMD Power Inductor 470,0,0,19.0,0,19,19,38703,2023,0,0
602,1708,refill lem tembak ukuran kecil,0,0,249.0,0,249,249,208911,2023,0,0
603,1709,Sikat Tabung Reaksi,0,0,9.0,0,9,9,53946,2023,0,0
604,1710,"Resistor 560 Ohm / 0,5W",0,0,99.0,0,99,99,71181,2023,0,0
605,1711,Resistor 1M /1W,0,0,75.0,0,75,75,107850,2023,0,0
606,1712,"Teflon Pejal Putih 80mm,panjang 2meter",0,0,1.0,0,1,1,479520,2023,1,0
607,1713,"Teflon Pejal Biru 60mm,panjang 2meter",0,0,1.0,0,1,1,599400,2023,1,0
608,1714,Tang Multifungsi Otomatis 3 in 1,0,0,14.0,0,14,14,1258740,2023,0,0
609,1715,Water Heater/ heater celup air,0,0,4.0,0,4,4,81516,2023,1,0
610,1716,Arrow Klip Besar Merah,0,0,249.0,0,249,249,268422,2023,0,0
611,1717,Thermal Pasta / Pasta Gelid GC-Extreme (CPU) ( TC-GC-03-A ) 3 gram,0,0,3.0,0,3,3,539460,2023,1,0
612,1718,Arrow Klip Besar Hitam,0,0,149.0,0,149,149,178502,2023,0,0
613,1719,Raspberry Pi 4 Model B 8GB,0,0,46.0,0,46,46,96462000,2023,0,0
614,1721,IC IX 2211,0,0,9.0,0,9,9,431568,2023,0,0
615,1722,SN65HVD230 BUS CAN Transceiver Module,0,0,29.0,0,29,29,1042956,2023,0,0
616,1723,Konektor UHV male RG5-58,0,0,32.0,0,32,32,652128,2023,0,0
617,1724,Tang Rivet/Gunting Baja,0,0,3.0,0,3,3,1257852,2023,1,0
618,1725,IC XR 2206,0,0,9.0,0,9,9,539460,2023,0,0
619,1726,Solder Station Mini Laidas,0,0,3.0,0,3,3,575424,2023,1,0
620,1727,Skun O awg 8mm,0,0,99.0,0,99,99,1542816,2023,0,0
621,1728,Gelas Arloji,0,0,5.0,0,5,5,179820,2023,1,0
622,1729,Konektor UHF male RG-8,0,0,32.0,0,32,32,460320,2023,0,0
623,1730,Yongnuo LSPC635 Connector /Sync Cable For Yongnuo,0,0,3.0,0,3,3,215784,2023,1,0
624,1731,Maker Pi Pico Cytron Raspberry Pi,0,0,7.0,0,7,7,4467750,2023,0,0
625,1732,Geekcreit LHT00SU1,0,0,6.0,0,6,6,5866794,2023,0,0
626,1733,STEVAL-MKSBOX1V1,0,0,9.0,0,9,9,9170820,2023,0,0
627,1734,STEVAL-STLKT01V1,0,0,4.0,0,4,4,6713280,2023,1,0
628,1735,Collet Set 18 Holder ER40,0,0,1.0,0,1,1,3596400,2023,1,0
629,1736,Solder Tembak Goot 40W,0,0,22.0,0,22,22,3560436,2023,0,0
630,1737,USB TO RS232 / RS485 / TTL Industrial Isolated Converter,0,0,9.0,0,9,9,4801194,2023,0,0
631,1738,SmartiPi Touch Pro - Large,0,0,2.0,0,2,2,1258800,2023,1,0
632,1739,Sony Controller PS4 DS4 DUALSHOCK 4 WIRELESS PS4 CONTROLLER NEW MODEL LIGHTBAR ORIGINAL,0,0,1.0,0,1,1,239760,2023,1,0
633,1740,Sensor Arus SCT013,0,0,14.0,0,14,14,1678320,2023,0,0
634,1742,Toroid T50-6,0,0,1.0,0,1,1,11988,2023,1,0
